dimension,value,layer_id,threshold,feature_metric,pair_count,pixel_changed_ratio,feature_changed_ratio,correlation
task,"Search for Taj Place New Delhi check-in 25 July check-out 30 July for 2 adults , see Popular amenities and find the location",final,0.03,cosine_distance,1,"{""count"": 1, ""mean"": 0.03125, ""median"": 0.03125, ""p90"": 0.03125, ""min"": 0.03125, ""max"": 0.03125, ""std"": 0.0}","{""count"": 1, ""mean"": 0.008620689655172414, ""median"": 0.008620689655172414, ""p90"": 0.008620689655172414, ""min"": 0.008620689655172414, ""max"": 0.008620689655172414, ""std"": 0.0}",
task,"Search for Taj Place New Delhi check-in 25 July check-out 30 July for 2 adults , see Popular amenities and find the location",final,0.05,cosine_distance,1,"{""count"": 1, ""mean"": 0.03125, ""median"": 0.03125, ""p90"": 0.03125, ""min"": 0.03125, ""max"": 0.03125, ""std"": 0.0}","{""count"": 1, ""mean"": 0.007294429708222812, ""median"": 0.007294429708222812, ""p90"": 0.007294429708222812, ""min"": 0.007294429708222812, ""max"": 0.007294429708222812, ""std"": 0.0}",
task,"Search for Taj Place New Delhi check-in 25 July check-out 30 July for 2 adults , see Popular amenities and find the location",final,0.1,cosine_distance,1,"{""count"": 1, ""mean"": 0.03125, ""median"": 0.03125, ""p90"": 0.03125, ""min"": 0.03125, ""max"": 0.03125, ""std"": 0.0}","{""count"": 1, ""mean"": 0.000663129973474801, ""median"": 0.000663129973474801, ""p90"": 0.000663129973474801, ""min"": 0.000663129973474801, ""max"": 0.000663129973474801, ""std"": 0.0}",
task,Search for news articles about the U.S. ban on Chinese investment in the CNN News app.,final,0.005,cosine_distance,1,"{""count"": 1, ""mean"": 0.109375, ""median"": 0.109375, ""p90"": 0.109375, ""min"": 0.109375, ""max"": 0.109375, ""std"": 0.0}","{""count"": 1, ""mean"": 0.07891246684350132, ""median"": 0.07891246684350132, ""p90"": 0.07891246684350132, ""min"": 0.07891246684350132, ""max"": 0.07891246684350132, ""std"": 0.0}",
task,Search for news articles about the U.S. ban on Chinese investment in the CNN News app.,final,0.01,cosine_distance,1,"{""count"": 1, ""mean"": 0.109375, ""median"": 0.109375, ""p90"": 0.109375, ""min"": 0.109375, ""max"": 0.109375, ""std"": 0.0}","{""count"": 1, ""mean"": 0.05106100795755968, ""median"": 0.05106100795755968, ""p90"": 0.05106100795755968, ""min"": 0.05106100795755968, ""max"": 0.05106100795755968, ""std"": 0.0}",
task,Search for news articles about the U.S. ban on Chinese investment in the CNN News app.,final,0.03,cosine_distance,1,"{""count"": 1, ""mean"": 0.109375, ""median"": 0.109375, ""p90"": 0.109375, ""min"": 0.109375, ""max"": 0.109375, ""std"": 0.0}","{""count"": 1, ""mean"": 0.019230769230769232, ""median"": 0.019230769230769232, ""p90"": 0.019230769230769232, ""min"": 0.019230769230769232, ""max"": 0.019230769230769232, ""std"": 0.0}",
task,Search for news articles about the U.S. ban on Chinese investment in the CNN News app.,final,0.05,cosine_distance,1,"{""count"": 1, ""mean"": 0.109375, ""median"": 0.109375, ""p90"": 0.109375, ""min"": 0.109375, ""max"": 0.109375, ""std"": 0.0}","{""count"": 1, ""mean"": 0.007294429708222812, ""median"": 0.007294429708222812, ""p90"": 0.007294429708222812, ""min"": 0.007294429708222812, ""max"": 0.007294429708222812, ""std"": 0.0}",
task,Search for news articles about the U.S. ban on Chinese investment in the CNN News app.,final,0.1,cosine_distance,1,"{""count"": 1, ""mean"": 0.109375, ""median"": 0.109375, ""p90"": 0.109375, ""min"": 0.109375, ""max"": 0.109375, ""std"": 0.0}","{""count"": 1, ""mean"": 0.001326259946949602, ""median"": 0.001326259946949602, ""p90"": 0.001326259946949602, ""min"": 0.001326259946949602, ""max"": 0.001326259946949602, ""std"": 0.0}",
task,"Share the Office document 2023 with my friend Natalie Larson over her gmail: ""natalie.larson1998@gmail.com.""from the Microsoft 365 (Office) app.",final,0.005,cosine_distance,1,"{""count"": 1, ""mean"": 0.0546875, ""median"": 0.0546875, ""p90"": 0.0546875, ""min"": 0.0546875, ""max"": 0.0546875, ""std"": 0.0}","{""count"": 1, ""mean"": 0.021220159151193633, ""median"": 0.021220159151193633, ""p90"": 0.021220159151193633, ""min"": 0.021220159151193633, ""max"": 0.021220159151193633, ""std"": 0.0}",
task,"Share the Office document 2023 with my friend Natalie Larson over her gmail: ""natalie.larson1998@gmail.com.""from the Microsoft 365 (Office) app.",final,0.01,cosine_distance,1,"{""count"": 1, ""mean"": 0.0546875, ""median"": 0.0546875, ""p90"": 0.0546875, ""min"": 0.0546875, ""max"": 0.0546875, ""std"": 0.0}","{""count"": 1, ""mean"": 0.015915119363395226, ""median"": 0.015915119363395226, ""p90"": 0.015915119363395226, ""min"": 0.015915119363395226, ""max"": 0.015915119363395226, ""std"": 0.0}",
task,"Share the Office document 2023 with my friend Natalie Larson over her gmail: ""natalie.larson1998@gmail.com.""from the Microsoft 365 (Office) app.",final,0.03,cosine_distance,1,"{""count"": 1, ""mean"": 0.0546875, ""median"": 0.0546875, ""p90"": 0.0546875, ""min"": 0.0546875, ""max"": 0.0546875, ""std"": 0.0}","{""count"": 1, ""mean"": 0.009283819628647215, ""median"": 0.009283819628647215, ""p90"": 0.009283819628647215, ""min"": 0.009283819628647215, ""max"": 0.009283819628647215, ""std"": 0.0}",
task,"Share the Office document 2023 with my friend Natalie Larson over her gmail: ""natalie.larson1998@gmail.com.""from the Microsoft 365 (Office) app.",final,0.05,cosine_distance,1,"{""count"": 1, ""mean"": 0.0546875, ""median"": 0.0546875, ""p90"": 0.0546875, ""min"": 0.0546875, ""max"": 0.0546875, ""std"": 0.0}","{""count"": 1, ""mean"": 0.004641909814323607, ""median"": 0.004641909814323607, ""p90"": 0.004641909814323607, ""min"": 0.004641909814323607, ""max"": 0.004641909814323607, ""std"": 0.0}",
task,"Share the Office document 2023 with my friend Natalie Larson over her gmail: ""natalie.larson1998@gmail.com.""from the Microsoft 365 (Office) app.",final,0.1,cosine_distance,1,"{""count"": 1, ""mean"": 0.0546875, ""median"": 0.0546875, ""p90"": 0.0546875, ""min"": 0.0546875, ""max"": 0.0546875, ""std"": 0.0}","{""count"": 1, ""mean"": 0.001989389920424403, ""median"": 0.001989389920424403, ""p90"": 0.001989389920424403, ""min"": 0.001989389920424403, ""max"": 0.001989389920424403, ""std"": 0.0}",
task,Show me the women's New Balance shoes in size 9 on the Footshop app.,final,0.005,cosine_distance,1,"{""count"": 1, ""mean"": 0.078125, ""median"": 0.078125, ""p90"": 0.078125, ""min"": 0.078125, ""max"": 0.078125, ""std"": 0.0}","{""count"": 1, ""mean"": 0.021883289124668436, ""median"": 0.021883289124668436, ""p90"": 0.021883289124668436, ""min"": 0.021883289124668436, ""max"": 0.021883289124668436, ""std"": 0.0}",
task,Show me the women's New Balance shoes in size 9 on the Footshop app.,final,0.01,cosine_distance,1,"{""count"": 1, ""mean"": 0.078125, ""median"": 0.078125, ""p90"": 0.078125, ""min"": 0.078125, ""max"": 0.078125, ""std"": 0.0}","{""count"": 1, ""mean"": 0.015251989389920425, ""median"": 0.015251989389920425, ""p90"": 0.015251989389920425, ""min"": 0.015251989389920425, ""max"": 0.015251989389920425, ""std"": 0.0}",
task,Show me the women's New Balance shoes in size 9 on the Footshop app.,final,0.03,cosine_distance,1,"{""count"": 1, ""mean"": 0.078125, ""median"": 0.078125, ""p90"": 0.078125, ""min"": 0.078125, ""max"": 0.078125, ""std"": 0.0}","{""count"": 1, ""mean"": 0.007294429708222812, ""median"": 0.007294429708222812, ""p90"": 0.007294429708222812, ""min"": 0.007294429708222812, ""max"": 0.007294429708222812, ""std"": 0.0}",
task,Show me the women's New Balance shoes in size 9 on the Footshop app.,final,0.05,cosine_distance,1,"{""count"": 1, ""mean"": 0.078125, ""median"": 0.078125, ""p90"": 0.078125, ""min"": 0.078125, ""max"": 0.078125, ""std"": 0.0}","{""count"": 1, ""mean"": 0.005305039787798408, ""median"": 0.005305039787798408, ""p90"": 0.005305039787798408, ""min"": 0.005305039787798408, ""max"": 0.005305039787798408, ""std"": 0.0}",
task,Show me the women's New Balance shoes in size 9 on the Footshop app.,final,0.1,cosine_distance,1,"{""count"": 1, ""mean"": 0.078125, ""median"": 0.078125, ""p90"": 0.078125, ""min"": 0.078125, ""max"": 0.078125, ""std"": 0.0}","{""count"": 1, ""mean"": 0.000663129973474801, ""median"": 0.000663129973474801, ""p90"": 0.000663129973474801, ""min"": 0.000663129973474801, ""max"": 0.000663129973474801, ""std"": 0.0}",
task,"Utilizing the Sketchbook app, I want to construct a rectangular form using drawing styles.",final,0.005,cosine_distance,2,"{""count"": 2, ""mean"": 0.0390625, ""median"": 0.0390625, ""p90"": 0.0515625, ""min"": 0.0234375, ""max"": 0.0546875, ""std"": 0.015625}","{""count"": 2, ""mean"": 0.026525198938992044, ""median"": 0.026525198938992044, ""p90"": 0.03076923076923077, ""min"": 0.021220159151193633, ""max"": 0.03183023872679045, ""std"": 0.005305039787798409}",1.0
task,"Utilizing the Sketchbook app, I want to construct a rectangular form using drawing styles.",final,0.01,cosine_distance,2,"{""count"": 2, ""mean"": 0.0390625, ""median"": 0.0390625, ""p90"": 0.0515625, ""min"": 0.0234375, ""max"": 0.0546875, ""std"": 0.015625}","{""count"": 2, ""mean"": 0.017241379310344827, ""median"": 0.017241379310344827, ""p90"": 0.02042440318302387, ""min"": 0.013262599469496022, ""max"": 0.021220159151193633, ""std"": 0.0039787798408488055}",1.0
task,"Utilizing the Sketchbook app, I want to construct a rectangular form using drawing styles.",final,0.03,cosine_distance,2,"{""count"": 2, ""mean"": 0.0390625, ""median"": 0.0390625, ""p90"": 0.0515625, ""min"": 0.0234375, ""max"": 0.0546875, ""std"": 0.015625}","{""count"": 2, ""mean"": 0.005636604774535809, ""median"": 0.005636604774535809, ""p90"": 0.0064323607427055705, ""min"": 0.004641909814323607, ""max"": 0.006631299734748011, ""std"": 0.0009946949602122018}",1.0
task,"Utilizing the Sketchbook app, I want to construct a rectangular form using drawing styles.",final,0.05,cosine_distance,2,"{""count"": 2, ""mean"": 0.0390625, ""median"": 0.0390625, ""p90"": 0.0515625, ""min"": 0.0234375, ""max"": 0.0546875, ""std"": 0.015625}","{""count"": 2, ""mean"": 0.001989389920424403, ""median"": 0.001989389920424403, ""p90"": 0.003050397877984085, ""min"": 0.000663129973474801, ""max"": 0.0033156498673740055, ""std"": 0.0013262599469496023}",-1.0
task,"Utilizing the Sketchbook app, I want to construct a rectangular form using drawing styles.",final,0.1,cosine_distance,2,"{""count"": 2, ""mean"": 0.0390625, ""median"": 0.0390625, ""p90"": 0.0515625, ""min"": 0.0234375, ""max"": 0.0546875, ""std"": 0.015625}","{""count"": 2, ""mean"": 0.0003315649867374005, ""median"": 0.0003315649867374005, ""p90"": 0.0005968169761273209, ""min"": 0.0, ""max"": 0.000663129973474801, ""std"": 0.0003315649867374005}",-1.0
task,View the home yoga video on the MobiDrive app for a reference to look at when I'm doing my yoga session.,final,0.005,cosine_distance,2,"{""count"": 2, ""mean"": 0.08984375, ""median"": 0.08984375, ""p90"": 0.10546875, ""min"": 0.0703125, ""max"": 0.109375, ""std"": 0.01953125}","{""count"": 2, ""mean"": 0.11604774535809018, ""median"": 0.11604774535809018, ""p90"": 0.12347480106100796, ""min"": 0.10676392572944297, ""max"": 0.1253315649867374, ""std"": 0.00928381962864721}",-1.0
task,View the home yoga video on the MobiDrive app for a reference to look at when I'm doing my yoga session.,final,0.01,cosine_distance,2,"{""count"": 2, ""mean"": 0.08984375, ""median"": 0.08984375, ""p90"": 0.10546875, ""min"": 0.0703125, ""max"": 0.109375, ""std"": 0.01953125}","{""count"": 2, ""mean"": 0.08090185676392572, ""median"": 0.08090185676392572, ""p90"": 0.08143236074270557, ""min"": 0.08023872679045092, ""max"": 0.08156498673740054, ""std"": 0.0006631299734748061}",-1.0
task,View the home yoga video on the MobiDrive app for a reference to look at when I'm doing my yoga session.,final,0.03,cosine_distance,2,"{""count"": 2, ""mean"": 0.08984375, ""median"": 0.08984375, ""p90"": 0.10546875, ""min"": 0.0703125, ""max"": 0.109375, ""std"": 0.01953125}","{""count"": 2, ""mean"": 0.04078249336870027, ""median"": 0.04078249336870027, ""p90"": 0.04157824933687003, ""min"": 0.03978779840848806, ""max"": 0.04177718832891247, ""std"": 0.0009946949602122022}",-1.0
task,View the home yoga video on the MobiDrive app for a reference to look at when I'm doing my yoga session.,final,0.05,cosine_distance,2,"{""count"": 2, ""mean"": 0.08984375, ""median"": 0.08984375, ""p90"": 0.10546875, ""min"": 0.0703125, ""max"": 0.109375, ""std"": 0.01953125}","{""count"": 2, ""mean"": 0.021220159151193633, ""median"": 0.021220159151193633, ""p90"": 0.022281167108753316, ""min"": 0.01989389920424403, ""max"": 0.022546419098143235, ""std"": 0.0013262599469496018}",1.0
task,View the home yoga video on the MobiDrive app for a reference to look at when I'm doing my yoga session.,final,0.1,cosine_distance,2,"{""count"": 2, ""mean"": 0.08984375, ""median"": 0.08984375, ""p90"": 0.10546875, ""min"": 0.0703125, ""max"": 0.109375, ""std"": 0.01953125}","{""count"": 2, ""mean"": 0.0023209549071618036, ""median"": 0.0023209549071618036, ""p90"": 0.002586206896551724, ""min"": 0.001989389920424403, ""max"": 0.002652519893899204, ""std"": 0.00033156498673740046}",1.0
task,schedule a team meeting on the 24th at 8 a.m. for 30 minutes at the Gurugram location in the zoom app.,final,0.005,cosine_distance,1,"{""count"": 1, ""mean"": 0.0390625, ""median"": 0.0390625, ""p90"": 0.0390625, ""min"": 0.0390625, ""max"": 0.0390625, ""std"": 0.0}","{""count"": 1, ""mean"": 0.017241379310344827, ""median"": 0.017241379310344827, ""p90"": 0.017241379310344827, ""min"": 0.017241379310344827, ""max"": 0.017241379310344827, ""std"": 0.0}",
task,schedule a team meeting on the 24th at 8 a.m. for 30 minutes at the Gurugram location in the zoom app.,final,0.01,cosine_distance,1,"{""count"": 1, ""mean"": 0.0390625, ""median"": 0.0390625, ""p90"": 0.0390625, ""min"": 0.0390625, ""max"": 0.0390625, ""std"": 0.0}","{""count"": 1, ""mean"": 0.011273209549071617, ""median"": 0.011273209549071617, ""p90"": 0.011273209549071617, ""min"": 0.011273209549071617, ""max"": 0.011273209549071617, ""std"": 0.0}",
task,schedule a team meeting on the 24th at 8 a.m. for 30 minutes at the Gurugram location in the zoom app.,final,0.03,cosine_distance,1,"{""count"": 1, ""mean"": 0.0390625, ""median"": 0.0390625, ""p90"": 0.0390625, ""min"": 0.0390625, ""max"": 0.0390625, ""std"": 0.0}","{""count"": 1, ""mean"": 0.003978779840848806, ""median"": 0.003978779840848806, ""p90"": 0.003978779840848806, ""min"": 0.003978779840848806, ""max"": 0.003978779840848806, ""std"": 0.0}",
task,schedule a team meeting on the 24th at 8 a.m. for 30 minutes at the Gurugram location in the zoom app.,final,0.05,cosine_distance,1,"{""count"": 1, ""mean"": 0.0390625, ""median"": 0.0390625, ""p90"": 0.0390625, ""min"": 0.0390625, ""max"": 0.0390625, ""std"": 0.0}","{""count"": 1, ""mean"": 0.001326259946949602, ""median"": 0.001326259946949602, ""p90"": 0.001326259946949602, ""min"": 0.001326259946949602, ""max"": 0.001326259946949602, ""std"": 0.0}",
task,schedule a team meeting on the 24th at 8 a.m. for 30 minutes at the Gurugram location in the zoom app.,final,0.1,cosine_distance,1,"{""count"": 1, ""mean"": 0.0390625, ""median"": 0.0390625, ""p90"": 0.0390625, ""min"": 0.0390625, ""max"": 0.0390625, ""std"": 0.0}","{""count"": 1, ""mean"": 0.0, ""median"": 0.0, ""p90"": 0.0, ""min"": 0.0, ""max"": 0.0, ""std"": 0.0}",
task,switch to vimeo app and create a playlist name katty perry,final,0.005,cosine_distance,1,"{""count"": 1, ""mean"": 0.0625, ""median"": 0.0625, ""p90"": 0.0625, ""min"": 0.0625, ""max"": 0.0625, ""std"": 0.0}","{""count"": 1, ""mean"": 0.07625994694960213, ""median"": 0.07625994694960213, ""p90"": 0.07625994694960213, ""min"": 0.07625994694960213, ""max"": 0.07625994694960213, ""std"": 0.0}",
task,switch to vimeo app and create a playlist name katty perry,final,0.01,cosine_distance,1,"{""count"": 1, ""mean"": 0.0625, ""median"": 0.0625, ""p90"": 0.0625, ""min"": 0.0625, ""max"": 0.0625, ""std"": 0.0}","{""count"": 1, ""mean"": 0.05305039787798409, ""median"": 0.05305039787798409, ""p90"": 0.05305039787798409, ""min"": 0.05305039787798409, ""max"": 0.05305039787798409, ""std"": 0.0}",
task,switch to vimeo app and create a playlist name katty perry,final,0.03,cosine_distance,1,"{""count"": 1, ""mean"": 0.0625, ""median"": 0.0625, ""p90"": 0.0625, ""min"": 0.0625, ""max"": 0.0625, ""std"": 0.0}","{""count"": 1, ""mean"": 0.022546419098143235, ""median"": 0.022546419098143235, ""p90"": 0.022546419098143235, ""min"": 0.022546419098143235, ""max"": 0.022546419098143235, ""std"": 0.0}",
task,switch to vimeo app and create a playlist name katty perry,final,0.05,cosine_distance,1,"{""count"": 1, ""mean"": 0.0625, ""median"": 0.0625, ""p90"": 0.0625, ""min"": 0.0625, ""max"": 0.0625, ""std"": 0.0}","{""count"": 1, ""mean"": 0.011936339522546418, ""median"": 0.011936339522546418, ""p90"": 0.011936339522546418, ""min"": 0.011936339522546418, ""max"": 0.011936339522546418, ""std"": 0.0}",
task,switch to vimeo app and create a playlist name katty perry,final,0.1,cosine_distance,1,"{""count"": 1, ""mean"": 0.0625, ""median"": 0.0625, ""p90"": 0.0625, ""min"": 0.0625, ""max"": 0.0625, ""std"": 0.0}","{""count"": 1, ""mean"": 0.001326259946949602, ""median"": 0.001326259946949602, ""p90"": 0.001326259946949602, ""min"": 0.001326259946949602, ""max"": 0.001326259946949602, ""std"": 0.0}",
episode_id,1003,final,0.005,cosine_distance,1,"{""count"": 1, ""mean"": 0.078125, ""median"": 0.078125, ""p90"": 0.078125, ""min"": 0.078125, ""max"": 0.078125, ""std"": 0.0}","{""count"": 1, ""mean"": 0.023872679045092837, ""median"": 0.023872679045092837, ""p90"": 0.023872679045092837, ""min"": 0.023872679045092837, ""max"": 0.023872679045092837, ""std"": 0.0}",
episode_id,1003,final,0.01,cosine_distance,1,"{""count"": 1, ""mean"": 0.078125, ""median"": 0.078125, ""p90"": 0.078125, ""min"": 0.078125, ""max"": 0.078125, ""std"": 0.0}","{""count"": 1, ""mean"": 0.01856763925729443, ""median"": 0.01856763925729443, ""p90"": 0.01856763925729443, ""min"": 0.01856763925729443, ""max"": 0.01856763925729443, ""std"": 0.0}",
episode_id,1003,final,0.03,cosine_distance,1,"{""count"": 1, ""mean"": 0.078125, ""median"": 0.078125, ""p90"": 0.078125, ""min"": 0.078125, ""max"": 0.078125, ""std"": 0.0}","{""count"": 1, ""mean"": 0.005305039787798408, ""median"": 0.005305039787798408, ""p90"": 0.005305039787798408, ""min"": 0.005305039787798408, ""max"": 0.005305039787798408, ""std"": 0.0}",
episode_id,1003,final,0.05,cosine_distance,1,"{""count"": 1, ""mean"": 0.078125, ""median"": 0.078125, ""p90"": 0.078125, ""min"": 0.078125, ""max"": 0.078125, ""std"": 0.0}","{""count"": 1, ""mean"": 0.0033156498673740055, ""median"": 0.0033156498673740055, ""p90"": 0.0033156498673740055, ""min"": 0.0033156498673740055, ""max"": 0.0033156498673740055, ""std"": 0.0}",
episode_id,1003,final,0.1,cosine_distance,1,"{""count"": 1, ""mean"": 0.078125, ""median"": 0.078125, ""p90"": 0.078125, ""min"": 0.078125, ""max"": 0.078125, ""std"": 0.0}","{""count"": 1, ""mean"": 0.001326259946949602, ""median"": 0.001326259946949602, ""p90"": 0.001326259946949602, ""min"": 0.001326259946949602, ""max"": 0.001326259946949602, ""std"": 0.0}",
episode_id,1144,final,0.005,cosine_distance,1,"{""count"": 1, ""mean"": 0.0234375, ""median"": 0.0234375, ""p90"": 0.0234375, ""min"": 0.0234375, ""max"": 0.0234375, ""std"": 0.0}","{""count"": 1, ""mean"": 0.013925729442970823, ""median"": 0.013925729442970823, ""p90"": 0.013925729442970823, ""min"": 0.013925729442970823, ""max"": 0.013925729442970823, ""std"": 0.0}",
episode_id,1144,final,0.01,cosine_distance,1,"{""count"": 1, ""mean"": 0.0234375, ""median"": 0.0234375, ""p90"": 0.0234375, ""min"": 0.0234375, ""max"": 0.0234375, ""std"": 0.0}","{""count"": 1, ""mean"": 0.008620689655172414, ""median"": 0.008620689655172414, ""p90"": 0.008620689655172414, ""min"": 0.008620689655172414, ""max"": 0.008620689655172414, ""std"": 0.0}",
episode_id,1144,final,0.03,cosine_distance,1,"{""count"": 1, ""mean"": 0.0234375, ""median"": 0.0234375, ""p90"": 0.0234375, ""min"": 0.0234375, ""max"": 0.0234375, ""std"": 0.0}","{""count"": 1, ""mean"": 0.001989389920424403, ""median"": 0.001989389920424403, ""p90"": 0.001989389920424403, ""min"": 0.001989389920424403, ""max"": 0.001989389920424403, ""std"": 0.0}",
episode_id,1144,final,0.05,cosine_distance,1,"{""count"": 1, ""mean"": 0.0234375, ""median"": 0.0234375, ""p90"": 0.0234375, ""min"": 0.0234375, ""max"": 0.0234375, ""std"": 0.0}","{""count"": 1, ""mean"": 0.0, ""median"": 0.0, ""p90"": 0.0, ""min"": 0.0, ""max"": 0.0, ""std"": 0.0}",
episode_id,1144,final,0.1,cosine_distance,1,"{""count"": 1, ""mean"": 0.0234375, ""median"": 0.0234375, ""p90"": 0.0234375, ""min"": 0.0234375, ""max"": 0.0234375, ""std"": 0.0}","{""count"": 1, ""mean"": 0.0, ""median"": 0.0, ""p90"": 0.0, ""min"": 0.0, ""max"": 0.0, ""std"": 0.0}",
episode_id,1164,final,0.005,cosine_distance,2,"{""count"": 2, ""mean"": 0.01953125, ""median"": 0.01953125, ""p90"": 0.02890625, ""min"": 0.0078125, ""max"": 0.03125, ""std"": 0.01171875}","{""count"": 2, ""mean"": 0.007957559681697613, ""median"": 0.007957559681697613, ""p90"": 0.010079575596816975, ""min"": 0.005305039787798408, ""max"": 0.010610079575596816, ""std"": 0.002652519893899204}",1.0
episode_id,1164,final,0.01,cosine_distance,2,"{""count"": 2, ""mean"": 0.01953125, ""median"": 0.01953125, ""p90"": 0.02890625, ""min"": 0.0078125, ""max"": 0.03125, ""std"": 0.01171875}","{""count"": 2, ""mean"": 0.003978779840848806, ""median"": 0.003978779840848806, ""p90"": 0.003978779840848806, ""min"": 0.003978779840848806, ""max"": 0.003978779840848806, ""std"": 0.0}",
episode_id,1164,final,0.03,cosine_distance,2,"{""count"": 2, ""mean"": 0.01953125, ""median"": 0.01953125, ""p90"": 0.02890625, ""min"": 0.0078125, ""max"": 0.03125, ""std"": 0.01171875}","{""count"": 2, ""mean"": 0.000663129973474801, ""median"": 0.000663129973474801, ""p90"": 0.000663129973474801, ""min"": 0.000663129973474801, ""max"": 0.000663129973474801, ""std"": 0.0}",
episode_id,1164,final,0.05,cosine_distance,2,"{""count"": 2, ""mean"": 0.01953125, ""median"": 0.01953125, ""p90"": 0.02890625, ""min"": 0.0078125, ""max"": 0.03125, ""std"": 0.01171875}","{""count"": 2, ""mean"": 0.0003315649867374005, ""median"": 0.0003315649867374005, ""p90"": 0.0005968169761273209, ""min"": 0.0, ""max"": 0.000663129973474801, ""std"": 0.0003315649867374005}",-1.0
episode_id,1164,final,0.1,cosine_distance,2,"{""count"": 2, ""mean"": 0.01953125, ""median"": 0.01953125, ""p90"": 0.02890625, ""min"": 0.0078125, ""max"": 0.03125, ""std"": 0.01171875}","{""count"": 2, ""mean"": 0.0, ""median"": 0.0, ""p90"": 0.0, ""min"": 0.0, ""max"": 0.0, ""std"": 0.0}",
episode_id,1324,final,0.005,cosine_distance,1,"{""count"": 1, ""mean"": 0.0390625, ""median"": 0.0390625, ""p90"": 0.0390625, ""min"": 0.0390625, ""max"": 0.0390625, ""std"": 0.0}","{""count"": 1, ""mean"": 0.017241379310344827, ""median"": 0.017241379310344827, ""p90"": 0.017241379310344827, ""min"": 0.017241379310344827, ""max"": 0.017241379310344827, ""std"": 0.0}",
episode_id,1324,final,0.01,cosine_distance,1,"{""count"": 1, ""mean"": 0.0390625, ""median"": 0.0390625, ""p90"": 0.0390625, ""min"": 0.0390625, ""max"": 0.0390625, ""std"": 0.0}","{""count"": 1, ""mean"": 0.011273209549071617, ""median"": 0.011273209549071617, ""p90"": 0.011273209549071617, ""min"": 0.011273209549071617, ""max"": 0.011273209549071617, ""std"": 0.0}",
episode_id,1324,final,0.03,cosine_distance,1,"{""count"": 1, ""mean"": 0.0390625, ""median"": 0.0390625, ""p90"": 0.0390625, ""min"": 0.0390625, ""max"": 0.0390625, ""std"": 0.0}","{""count"": 1, ""mean"": 0.003978779840848806, ""median"": 0.003978779840848806, ""p90"": 0.003978779840848806, ""min"": 0.003978779840848806, ""max"": 0.003978779840848806, ""std"": 0.0}",
episode_id,1324,final,0.05,cosine_distance,1,"{""count"": 1, ""mean"": 0.0390625, ""median"": 0.0390625, ""p90"": 0.0390625, ""min"": 0.0390625, ""max"": 0.0390625, ""std"": 0.0}","{""count"": 1, ""mean"": 0.001326259946949602, ""median"": 0.001326259946949602, ""p90"": 0.001326259946949602, ""min"": 0.001326259946949602, ""max"": 0.001326259946949602, ""std"": 0.0}",
episode_id,1324,final,0.1,cosine_distance,1,"{""count"": 1, ""mean"": 0.0390625, ""median"": 0.0390625, ""p90"": 0.0390625, ""min"": 0.0390625, ""max"": 0.0390625, ""std"": 0.0}","{""count"": 1, ""mean"": 0.0, ""median"": 0.0, ""p90"": 0.0, ""min"": 0.0, ""max"": 0.0, ""std"": 0.0}",
episode_id,1404,final,0.005,cosine_distance,1,"{""count"": 1, ""mean"": 0.015625, ""median"": 0.015625, ""p90"": 0.015625, ""min"": 0.015625, ""max"": 0.015625, ""std"": 0.0}","{""count"": 1, ""mean"": 0.012599469496021221, ""median"": 0.012599469496021221, ""p90"": 0.012599469496021221, ""min"": 0.012599469496021221, ""max"": 0.012599469496021221, ""std"": 0.0}",
episode_id,1404,final,0.01,cosine_distance,1,"{""count"": 1, ""mean"": 0.015625, ""median"": 0.015625, ""p90"": 0.015625, ""min"": 0.015625, ""max"": 0.015625, ""std"": 0.0}","{""count"": 1, ""mean"": 0.009283819628647215, ""median"": 0.009283819628647215, ""p90"": 0.009283819628647215, ""min"": 0.009283819628647215, ""max"": 0.009283819628647215, ""std"": 0.0}",
episode_id,1404,final,0.03,cosine_distance,1,"{""count"": 1, ""mean"": 0.015625, ""median"": 0.015625, ""p90"": 0.015625, ""min"": 0.015625, ""max"": 0.015625, ""std"": 0.0}","{""count"": 1, ""mean"": 0.004641909814323607, ""median"": 0.004641909814323607, ""p90"": 0.004641909814323607, ""min"": 0.004641909814323607, ""max"": 0.004641909814323607, ""std"": 0.0}",
episode_id,1404,final,0.05,cosine_distance,1,"{""count"": 1, ""mean"": 0.015625, ""median"": 0.015625, ""p90"": 0.015625, ""min"": 0.015625, ""max"": 0.015625, ""std"": 0.0}","{""count"": 1, ""mean"": 0.001989389920424403, ""median"": 0.001989389920424403, ""p90"": 0.001989389920424403, ""min"": 0.001989389920424403, ""max"": 0.001989389920424403, ""std"": 0.0}",
episode_id,1404,final,0.1,cosine_distance,1,"{""count"": 1, ""mean"": 0.015625, ""median"": 0.015625, ""p90"": 0.015625, ""min"": 0.015625, ""max"": 0.015625, ""std"": 0.0}","{""count"": 1, ""mean"": 0.0, ""median"": 0.0, ""p90"": 0.0, ""min"": 0.0, ""max"": 0.0, ""std"": 0.0}",
episode_id,1444,final,0.005,cosine_distance,1,"{""count"": 1, ""mean"": 0.046875, ""median"": 0.046875, ""p90"": 0.046875, ""min"": 0.046875, ""max"": 0.046875, ""std"": 0.0}","{""count"": 1, ""mean"": 0.05238726790450928, ""median"": 0.05238726790450928, ""p90"": 0.05238726790450928, ""min"": 0.05238726790450928, ""max"": 0.05238726790450928, ""std"": 0.0}",
