pair_id,layer_id,feature_boundary,feature_source,feature_token_count,visual_token_grid,processor_merge_size,alignment_method,threshold,feature_metric,feature_changed_ratio,pixel_changed_ratio,page_similarity,episode_id,step_id,app,task
pair_000004,final,model_ready_visual,model.visual.merger,377,"[29, 13]",2,tile_mask_center_sample_to_merged_visual_token_grid,0.01,cosine_distance,0.05570291777188329,0.0625,0.9375,542,3,,Find Location from Los angeles to Oakland and select transportation by train Mode.Get the Directions
pair_000004,final,model_ready_visual,model.visual.merger,377,"[29, 13]",2,tile_mask_center_sample_to_merged_visual_token_grid,0.03,cosine_distance,0.04509283819628647,0.0625,0.9375,542,3,,Find Location from Los angeles to Oakland and select transportation by train Mode.Get the Directions
pair_000004,final,model_ready_visual,model.visual.merger,377,"[29, 13]",2,tile_mask_center_sample_to_merged_visual_token_grid,0.05,cosine_distance,0.029177718832891247,0.0625,0.9375,542,3,,Find Location from Los angeles to Oakland and select transportation by train Mode.Get the Directions
pair_000004,final,model_ready_visual,model.visual.merger,377,"[29, 13]",2,tile_mask_center_sample_to_merged_visual_token_grid,0.1,cosine_distance,0.015915119363395226,0.0625,0.9375,542,3,,Find Location from Los angeles to Oakland and select transportation by train Mode.Get the Directions
pair_000005,final,model_ready_visual,model.visual.merger,377,"[29, 13]",2,tile_mask_center_sample_to_merged_visual_token_grid,0.005,cosine_distance,0.09283819628647215,0.0546875,0.9453125,622,3,,I want to search for a flight from Knoxville to Hawaii.
pair_000005,final,model_ready_visual,model.visual.merger,377,"[29, 13]",2,tile_mask_center_sample_to_merged_visual_token_grid,0.01,cosine_distance,0.07161803713527852,0.0546875,0.9453125,622,3,,I want to search for a flight from Knoxville to Hawaii.
pair_000005,final,model_ready_visual,model.visual.merger,377,"[29, 13]",2,tile_mask_center_sample_to_merged_visual_token_grid,0.03,cosine_distance,0.04509283819628647,0.0546875,0.9453125,622,3,,I want to search for a flight from Knoxville to Hawaii.
pair_000005,final,model_ready_visual,model.visual.merger,377,"[29, 13]",2,tile_mask_center_sample_to_merged_visual_token_grid,0.05,cosine_distance,0.03713527851458886,0.0546875,0.9453125,622,3,,I want to search for a flight from Knoxville to Hawaii.
pair_000005,final,model_ready_visual,model.visual.merger,377,"[29, 13]",2,tile_mask_center_sample_to_merged_visual_token_grid,0.1,cosine_distance,0.023872679045092837,0.0546875,0.9453125,622,3,,I want to search for a flight from Knoxville to Hawaii.
pair_000006,final,model_ready_visual,model.visual.merger,377,"[29, 13]",2,tile_mask_center_sample_to_merged_visual_token_grid,0.005,cosine_distance,0.1273209549071618,0.109375,0.890625,622,7,,I want to search for a flight from Knoxville to Hawaii.
pair_000006,final,model_ready_visual,model.visual.merger,377,"[29, 13]",2,tile_mask_center_sample_to_merged_visual_token_grid,0.01,cosine_distance,0.11140583554376658,0.109375,0.890625,622,7,,I want to search for a flight from Knoxville to Hawaii.
pair_000006,final,model_ready_visual,model.visual.merger,377,"[29, 13]",2,tile_mask_center_sample_to_merged_visual_token_grid,0.03,cosine_distance,0.08222811671087533,0.109375,0.890625,622,7,,I want to search for a flight from Knoxville to Hawaii.
pair_000006,final,model_ready_visual,model.visual.merger,377,"[29, 13]",2,tile_mask_center_sample_to_merged_visual_token_grid,0.05,cosine_distance,0.06896551724137931,0.109375,0.890625,622,7,,I want to search for a flight from Knoxville to Hawaii.
pair_000006,final,model_ready_visual,model.visual.merger,377,"[29, 13]",2,tile_mask_center_sample_to_merged_visual_token_grid,0.1,cosine_distance,0.04509283819628647,0.109375,0.890625,622,7,,I want to search for a flight from Knoxville to Hawaii.
pair_000007,final,model_ready_visual,model.visual.merger,377,"[29, 13]",2,tile_mask_center_sample_to_merged_visual_token_grid,0.005,cosine_distance,0.20689655172413793,0.09375,0.90625,622,10,,I want to search for a flight from Knoxville to Hawaii.
pair_000007,final,model_ready_visual,model.visual.merger,377,"[29, 13]",2,tile_mask_center_sample_to_merged_visual_token_grid,0.01,cosine_distance,0.16710875331564987,0.09375,0.90625,622,10,,I want to search for a flight from Knoxville to Hawaii.
pair_000007,final,model_ready_visual,model.visual.merger,377,"[29, 13]",2,tile_mask_center_sample_to_merged_visual_token_grid,0.03,cosine_distance,0.11936339522546419,0.09375,0.90625,622,10,,I want to search for a flight from Knoxville to Hawaii.
pair_000007,final,model_ready_visual,model.visual.merger,377,"[29, 13]",2,tile_mask_center_sample_to_merged_visual_token_grid,0.05,cosine_distance,0.09814323607427056,0.09375,0.90625,622,10,,I want to search for a flight from Knoxville to Hawaii.
pair_000007,final,model_ready_visual,model.visual.merger,377,"[29, 13]",2,tile_mask_center_sample_to_merged_visual_token_grid,0.1,cosine_distance,0.08753315649867374,0.09375,0.90625,622,10,,I want to search for a flight from Knoxville to Hawaii.
pair_000008,final,model_ready_visual,model.visual.merger,377,"[29, 13]",2,tile_mask_center_sample_to_merged_visual_token_grid,0.005,cosine_distance,0.21485411140583555,0.1171875,0.8828125,883,5,,"Open the MyTrip app, I am planning to create a Solo trip plan to Honolulu, Hawaii so I want to find flights from Detroit Departing on Jan. 29, 2024 To Arrive in Honolulu, Hawaii on Feb. 5, 2024 in Business class."
pair_000008,final,model_ready_visual,model.visual.merger,377,"[29, 13]",2,tile_mask_center_sample_to_merged_visual_token_grid,0.01,cosine_distance,0.15915119363395225,0.1171875,0.8828125,883,5,,"Open the MyTrip app, I am planning to create a Solo trip plan to Honolulu, Hawaii so I want to find flights from Detroit Departing on Jan. 29, 2024 To Arrive in Honolulu, Hawaii on Feb. 5, 2024 in Business class."
pair_000008,final,model_ready_visual,model.visual.merger,377,"[29, 13]",2,tile_mask_center_sample_to_merged_visual_token_grid,0.03,cosine_distance,0.10610079575596817,0.1171875,0.8828125,883,5,,"Open the MyTrip app, I am planning to create a Solo trip plan to Honolulu, Hawaii so I want to find flights from Detroit Departing on Jan. 29, 2024 To Arrive in Honolulu, Hawaii on Feb. 5, 2024 in Business class."
pair_000008,final,model_ready_visual,model.visual.merger,377,"[29, 13]",2,tile_mask_center_sample_to_merged_visual_token_grid,0.05,cosine_distance,0.09018567639257294,0.1171875,0.8828125,883,5,,"Open the MyTrip app, I am planning to create a Solo trip plan to Honolulu, Hawaii so I want to find flights from Detroit Departing on Jan. 29, 2024 To Arrive in Honolulu, Hawaii on Feb. 5, 2024 in Business class."
pair_000008,final,model_ready_visual,model.visual.merger,377,"[29, 13]",2,tile_mask_center_sample_to_merged_visual_token_grid,0.1,cosine_distance,0.06631299734748011,0.1171875,0.8828125,883,5,,"Open the MyTrip app, I am planning to create a Solo trip plan to Honolulu, Hawaii so I want to find flights from Detroit Departing on Jan. 29, 2024 To Arrive in Honolulu, Hawaii on Feb. 5, 2024 in Business class."
pair_000009,final,model_ready_visual,model.visual.merger,377,"[29, 13]",2,tile_mask_center_sample_to_merged_visual_token_grid,0.005,cosine_distance,0.10610079575596817,0.078125,0.921875,1003,3,,Export your all reminder in drive  app
pair_000009,final,model_ready_visual,model.visual.merger,377,"[29, 13]",2,tile_mask_center_sample_to_merged_visual_token_grid,0.01,cosine_distance,0.07427055702917772,0.078125,0.921875,1003,3,,Export your all reminder in drive  app
pair_000009,final,model_ready_visual,model.visual.merger,377,"[29, 13]",2,tile_mask_center_sample_to_merged_visual_token_grid,0.03,cosine_distance,0.050397877984084884,0.078125,0.921875,1003,3,,Export your all reminder in drive  app
pair_000009,final,model_ready_visual,model.visual.merger,377,"[29, 13]",2,tile_mask_center_sample_to_merged_visual_token_grid,0.05,cosine_distance,0.042440318302387266,0.078125,0.921875,1003,3,,Export your all reminder in drive  app
pair_000009,final,model_ready_visual,model.visual.merger,377,"[29, 13]",2,tile_mask_center_sample_to_merged_visual_token_grid,0.1,cosine_distance,0.029177718832891247,0.078125,0.921875,1003,3,,Export your all reminder in drive  app
pair_000010,final,model_ready_visual,model.visual.merger,377,"[29, 13]",2,tile_mask_center_sample_to_merged_visual_token_grid,0.005,cosine_distance,0.058355437665782495,0.0234375,0.9765625,1144,7,,"Add the text ""My Favorite Book"" on the second page of the The Queen's Gambit book pdf file on the PDFelement app."
pair_000010,final,model_ready_visual,model.visual.merger,377,"[29, 13]",2,tile_mask_center_sample_to_merged_visual_token_grid,0.01,cosine_distance,0.03978779840848806,0.0234375,0.9765625,1144,7,,"Add the text ""My Favorite Book"" on the second page of the The Queen's Gambit book pdf file on the PDFelement app."
pair_000010,final,model_ready_visual,model.visual.merger,377,"[29, 13]",2,tile_mask_center_sample_to_merged_visual_token_grid,0.03,cosine_distance,0.01856763925729443,0.0234375,0.9765625,1144,7,,"Add the text ""My Favorite Book"" on the second page of the The Queen's Gambit book pdf file on the PDFelement app."
pair_000010,final,model_ready_visual,model.visual.merger,377,"[29, 13]",2,tile_mask_center_sample_to_merged_visual_token_grid,0.05,cosine_distance,0.013262599469496022,0.0234375,0.9765625,1144,7,,"Add the text ""My Favorite Book"" on the second page of the The Queen's Gambit book pdf file on the PDFelement app."
pair_000010,final,model_ready_visual,model.visual.merger,377,"[29, 13]",2,tile_mask_center_sample_to_merged_visual_token_grid,0.1,cosine_distance,0.0,0.0234375,0.9765625,1144,7,,"Add the text ""My Favorite Book"" on the second page of the The Queen's Gambit book pdf file on the PDFelement app."
pair_000011,final,model_ready_visual,model.visual.merger,377,"[29, 13]",2,tile_mask_center_sample_to_merged_visual_token_grid,0.005,cosine_distance,0.021220159151193633,0.0078125,0.9921875,1164,8,,"In the any.do app, create a reminder HR meeting"
pair_000011,final,model_ready_visual,model.visual.merger,377,"[29, 13]",2,tile_mask_center_sample_to_merged_visual_token_grid,0.01,cosine_distance,0.01856763925729443,0.0078125,0.9921875,1164,8,,"In the any.do app, create a reminder HR meeting"
pair_000011,final,model_ready_visual,model.visual.merger,377,"[29, 13]",2,tile_mask_center_sample_to_merged_visual_token_grid,0.03,cosine_distance,0.015915119363395226,0.0078125,0.9921875,1164,8,,"In the any.do app, create a reminder HR meeting"
pair_000011,final,model_ready_visual,model.visual.merger,377,"[29, 13]",2,tile_mask_center_sample_to_merged_visual_token_grid,0.05,cosine_distance,0.007957559681697613,0.0078125,0.9921875,1164,8,,"In the any.do app, create a reminder HR meeting"
pair_000011,final,model_ready_visual,model.visual.merger,377,"[29, 13]",2,tile_mask_center_sample_to_merged_visual_token_grid,0.1,cosine_distance,0.002652519893899204,0.0078125,0.9921875,1164,8,,"In the any.do app, create a reminder HR meeting"
pair_000012,final,model_ready_visual,model.visual.merger,377,"[29, 13]",2,tile_mask_center_sample_to_merged_visual_token_grid,0.005,cosine_distance,0.08753315649867374,0.03125,0.96875,1164,9,,"In the any.do app, create a reminder HR meeting"
pair_000012,final,model_ready_visual,model.visual.merger,377,"[29, 13]",2,tile_mask_center_sample_to_merged_visual_token_grid,0.01,cosine_distance,0.07161803713527852,0.03125,0.96875,1164,9,,"In the any.do app, create a reminder HR meeting"
pair_000012,final,model_ready_visual,model.visual.merger,377,"[29, 13]",2,tile_mask_center_sample_to_merged_visual_token_grid,0.03,cosine_distance,0.034482758620689655,0.03125,0.96875,1164,9,,"In the any.do app, create a reminder HR meeting"
pair_000012,final,model_ready_visual,model.visual.merger,377,"[29, 13]",2,tile_mask_center_sample_to_merged_visual_token_grid,0.05,cosine_distance,0.010610079575596816,0.03125,0.96875,1164,9,,"In the any.do app, create a reminder HR meeting"
pair_000012,final,model_ready_visual,model.visual.merger,377,"[29, 13]",2,tile_mask_center_sample_to_merged_visual_token_grid,0.1,cosine_distance,0.002652519893899204,0.03125,0.96875,1164,9,,"In the any.do app, create a reminder HR meeting"
pair_000013,final,model_ready_visual,model.visual.merger,377,"[29, 13]",2,tile_mask_center_sample_to_merged_visual_token_grid,0.005,cosine_distance,0.09018567639257294,0.0390625,0.9609375,1324,6,,schedule a team meeting on the 24th at 8 a.m. for 30 minutes at the Gurugram location in the zoom app.
pair_000013,final,model_ready_visual,model.visual.merger,377,"[29, 13]",2,tile_mask_center_sample_to_merged_visual_token_grid,0.01,cosine_distance,0.07161803713527852,0.0390625,0.9609375,1324,6,,schedule a team meeting on the 24th at 8 a.m. for 30 minutes at the Gurugram location in the zoom app.
pair_000013,final,model_ready_visual,model.visual.merger,377,"[29, 13]",2,tile_mask_center_sample_to_merged_visual_token_grid,0.03,cosine_distance,0.03713527851458886,0.0390625,0.9609375,1324,6,,schedule a team meeting on the 24th at 8 a.m. for 30 minutes at the Gurugram location in the zoom app.
pair_000013,final,model_ready_visual,model.visual.merger,377,"[29, 13]",2,tile_mask_center_sample_to_merged_visual_token_grid,0.05,cosine_distance,0.029177718832891247,0.0390625,0.9609375,1324,6,,schedule a team meeting on the 24th at 8 a.m. for 30 minutes at the Gurugram location in the zoom app.
pair_000013,final,model_ready_visual,model.visual.merger,377,"[29, 13]",2,tile_mask_center_sample_to_merged_visual_token_grid,0.1,cosine_distance,0.010610079575596816,0.0390625,0.9609375,1324,6,,schedule a team meeting on the 24th at 8 a.m. for 30 minutes at the Gurugram location in the zoom app.
pair_000014,final,model_ready_visual,model.visual.merger,377,"[29, 13]",2,tile_mask_center_sample_to_merged_visual_token_grid,0.005,cosine_distance,0.08753315649867374,0.015625,0.984375,1404,7,,"Open the Gmail App, Go to the search bar and Search for the Redeployment Event.  "
pair_000014,final,model_ready_visual,model.visual.merger,377,"[29, 13]",2,tile_mask_center_sample_to_merged_visual_token_grid,0.01,cosine_distance,0.05570291777188329,0.015625,0.984375,1404,7,,"Open the Gmail App, Go to the search bar and Search for the Redeployment Event.  "
pair_000014,final,model_ready_visual,model.visual.merger,377,"[29, 13]",2,tile_mask_center_sample_to_merged_visual_token_grid,0.03,cosine_distance,0.029177718832891247,0.015625,0.984375,1404,7,,"Open the Gmail App, Go to the search bar and Search for the Redeployment Event.  "
pair_000014,final,model_ready_visual,model.visual.merger,377,"[29, 13]",2,tile_mask_center_sample_to_merged_visual_token_grid,0.05,cosine_distance,0.023872679045092837,0.015625,0.984375,1404,7,,"Open the Gmail App, Go to the search bar and Search for the Redeployment Event.  "
pair_000014,final,model_ready_visual,model.visual.merger,377,"[29, 13]",2,tile_mask_center_sample_to_merged_visual_token_grid,0.1,cosine_distance,0.007957559681697613,0.015625,0.984375,1404,7,,"Open the Gmail App, Go to the search bar and Search for the Redeployment Event.  "
pair_000015,final,model_ready_visual,model.visual.merger,377,"[29, 13]",2,tile_mask_center_sample_to_merged_visual_token_grid,0.005,cosine_distance,0.20424403183023873,0.046875,0.953125,1444,6,,"In the Sketchbook app, create a new sketch with canvas size 1080x2263"
pair_000015,final,model_ready_visual,model.visual.merger,377,"[29, 13]",2,tile_mask_center_sample_to_merged_visual_token_grid,0.01,cosine_distance,0.15915119363395225,0.046875,0.953125,1444,6,,"In the Sketchbook app, create a new sketch with canvas size 1080x2263"
pair_000015,final,model_ready_visual,model.visual.merger,377,"[29, 13]",2,tile_mask_center_sample_to_merged_visual_token_grid,0.03,cosine_distance,0.11405835543766578,0.046875,0.953125,1444,6,,"In the Sketchbook app, create a new sketch with canvas size 1080x2263"
pair_000015,final,model_ready_visual,model.visual.merger,377,"[29, 13]",2,tile_mask_center_sample_to_merged_visual_token_grid,0.05,cosine_distance,0.09549071618037135,0.046875,0.953125,1444,6,,"In the Sketchbook app, create a new sketch with canvas size 1080x2263"
pair_000015,final,model_ready_visual,model.visual.merger,377,"[29, 13]",2,tile_mask_center_sample_to_merged_visual_token_grid,0.1,cosine_distance,0.0636604774535809,0.046875,0.953125,1444,6,,"In the Sketchbook app, create a new sketch with canvas size 1080x2263"
pair_000016,final,model_ready_visual,model.visual.merger,377,"[29, 13]",2,tile_mask_center_sample_to_merged_visual_token_grid,0.005,cosine_distance,0.07427055702917772,0.078125,0.921875,1564,0,,Open the bigbasket app and check the special offers and discounts available on groceries products.
pair_000016,final,model_ready_visual,model.visual.merger,377,"[29, 13]",2,tile_mask_center_sample_to_merged_visual_token_grid,0.01,cosine_distance,0.05570291777188329,0.078125,0.921875,1564,0,,Open the bigbasket app and check the special offers and discounts available on groceries products.
pair_000016,final,model_ready_visual,model.visual.merger,377,"[29, 13]",2,tile_mask_center_sample_to_merged_visual_token_grid,0.03,cosine_distance,0.04774535809018567,0.078125,0.921875,1564,0,,Open the bigbasket app and check the special offers and discounts available on groceries products.
pair_000016,final,model_ready_visual,model.visual.merger,377,"[29, 13]",2,tile_mask_center_sample_to_merged_visual_token_grid,0.05,cosine_distance,0.03978779840848806,0.078125,0.921875,1564,0,,Open the bigbasket app and check the special offers and discounts available on groceries products.
pair_000016,final,model_ready_visual,model.visual.merger,377,"[29, 13]",2,tile_mask_center_sample_to_merged_visual_token_grid,0.1,cosine_distance,0.01856763925729443,0.078125,0.921875,1564,0,,Open the bigbasket app and check the special offers and discounts available on groceries products.
pair_000017,final,model_ready_visual,model.visual.merger,377,"[29, 13]",2,tile_mask_center_sample_to_merged_visual_token_grid,0.005,cosine_distance,0.11405835543766578,0.015625,0.984375,1904,3,,"I fit into a size 10, therefore that's what I'm looking for. With a size filter of 10, use the Flipkart app to find shoes."
pair_000017,final,model_ready_visual,model.visual.merger,377,"[29, 13]",2,tile_mask_center_sample_to_merged_visual_token_grid,0.01,cosine_distance,0.058355437665782495,0.015625,0.984375,1904,3,,"I fit into a size 10, therefore that's what I'm looking for. With a size filter of 10, use the Flipkart app to find shoes."
pair_000017,final,model_ready_visual,model.visual.merger,377,"[29, 13]",2,tile_mask_center_sample_to_merged_visual_token_grid,0.03,cosine_distance,0.042440318302387266,0.015625,0.984375,1904,3,,"I fit into a size 10, therefore that's what I'm looking for. With a size filter of 10, use the Flipkart app to find shoes."
pair_000017,final,model_ready_visual,model.visual.merger,377,"[29, 13]",2,tile_mask_center_sample_to_merged_visual_token_grid,0.05,cosine_distance,0.03183023872679045,0.015625,0.984375,1904,3,,"I fit into a size 10, therefore that's what I'm looking for. With a size filter of 10, use the Flipkart app to find shoes."
pair_000017,final,model_ready_visual,model.visual.merger,377,"[29, 13]",2,tile_mask_center_sample_to_merged_visual_token_grid,0.1,cosine_distance,0.010610079575596816,0.015625,0.984375,1904,3,,"I fit into a size 10, therefore that's what I'm looking for. With a size filter of 10, use the Flipkart app to find shoes."
pair_000018,final,model_ready_visual,model.visual.merger,377,"[29, 13]",2,tile_mask_center_sample_to_merged_visual_token_grid,0.005,cosine_distance,0.058355437665782495,0.0390625,0.9609375,1924,2,,Get the timetable of the buses that will take the shortest duration of time to get from Sao Paulo to Rio de Janeiro by using the FlixBus app.
pair_000018,final,model_ready_visual,model.visual.merger,377,"[29, 13]",2,tile_mask_center_sample_to_merged_visual_token_grid,0.01,cosine_distance,0.03183023872679045,0.0390625,0.9609375,1924,2,,Get the timetable of the buses that will take the shortest duration of time to get from Sao Paulo to Rio de Janeiro by using the FlixBus app.
pair_000018,final,model_ready_visual,model.visual.merger,377,"[29, 13]",2,tile_mask_center_sample_to_merged_visual_token_grid,0.03,cosine_distance,0.021220159151193633,0.0390625,0.9609375,1924,2,,Get the timetable of the buses that will take the shortest duration of time to get from Sao Paulo to Rio de Janeiro by using the FlixBus app.
pair_000018,final,model_ready_visual,model.visual.merger,377,"[29, 13]",2,tile_mask_center_sample_to_merged_visual_token_grid,0.05,cosine_distance,0.013262599469496022,0.0390625,0.9609375,1924,2,,Get the timetable of the buses that will take the shortest duration of time to get from Sao Paulo to Rio de Janeiro by using the FlixBus app.
pair_000018,final,model_ready_visual,model.visual.merger,377,"[29, 13]",2,tile_mask_center_sample_to_merged_visual_token_grid,0.1,cosine_distance,0.002652519893899204,0.0390625,0.9609375,1924,2,,Get the timetable of the buses that will take the shortest duration of time to get from Sao Paulo to Rio de Janeiro by using the FlixBus app.
pair_000019,final,model_ready_visual,model.visual.merger,377,"[29, 13]",2,tile_mask_center_sample_to_merged_visual_token_grid,0.005,cosine_distance,0.11405835543766578,0.0625,0.9375,2224,3,,Prepon the alarm of 4:30 AM by 15 minutes in The Clock app
pair_000019,final,model_ready_visual,model.visual.merger,377,"[29, 13]",2,tile_mask_center_sample_to_merged_visual_token_grid,0.01,cosine_distance,0.08753315649867374,0.0625,0.9375,2224,3,,Prepon the alarm of 4:30 AM by 15 minutes in The Clock app
pair_000019,final,model_ready_visual,model.visual.merger,377,"[29, 13]",2,tile_mask_center_sample_to_merged_visual_token_grid,0.03,cosine_distance,0.042440318302387266,0.0625,0.9375,2224,3,,Prepon the alarm of 4:30 AM by 15 minutes in The Clock app
pair_000019,final,model_ready_visual,model.visual.merger,377,"[29, 13]",2,tile_mask_center_sample_to_merged_visual_token_grid,0.05,cosine_distance,0.03183023872679045,0.0625,0.9375,2224,3,,Prepon the alarm of 4:30 AM by 15 minutes in The Clock app
pair_000019,final,model_ready_visual,model.visual.merger,377,"[29, 13]",2,tile_mask_center_sample_to_merged_visual_token_grid,0.1,cosine_distance,0.015915119363395226,0.0625,0.9375,2224,3,,Prepon the alarm of 4:30 AM by 15 minutes in The Clock app
pair_000020,final,model_ready_visual,model.visual.merger,377,"[29, 13]",2,tile_mask_center_sample_to_merged_visual_token_grid,0.005,cosine_distance,0.11140583554376658,0.046875,0.953125,2224,4,,Prepon the alarm of 4:30 AM by 15 minutes in The Clock app
pair_000020,final,model_ready_visual,model.visual.merger,377,"[29, 13]",2,tile_mask_center_sample_to_merged_visual_token_grid,0.01,cosine_distance,0.07957559681697612,0.046875,0.953125,2224,4,,Prepon the alarm of 4:30 AM by 15 minutes in The Clock app
pair_000020,final,model_ready_visual,model.visual.merger,377,"[29, 13]",2,tile_mask_center_sample_to_merged_visual_token_grid,0.03,cosine_distance,0.04509283819628647,0.046875,0.953125,2224,4,,Prepon the alarm of 4:30 AM by 15 minutes in The Clock app
pair_000020,final,model_ready_visual,model.visual.merger,377,"[29, 13]",2,tile_mask_center_sample_to_merged_visual_token_grid,0.05,cosine_distance,0.026525198938992044,0.046875,0.953125,2224,4,,Prepon the alarm of 4:30 AM by 15 minutes in The Clock app
pair_000020,final,model_ready_visual,model.visual.merger,377,"[29, 13]",2,tile_mask_center_sample_to_merged_visual_token_grid,0.1,cosine_distance,0.010610079575596816,0.046875,0.953125,2224,4,,Prepon the alarm of 4:30 AM by 15 minutes in The Clock app
pair_000021,final,model_ready_visual,model.visual.merger,377,"[29, 13]",2,tile_mask_center_sample_to_merged_visual_token_grid,0.005,cosine_distance,0.03978779840848806,0.0390625,0.9609375,2224,5,,Prepon the alarm of 4:30 AM by 15 minutes in The Clock app
pair_000021,final,model_ready_visual,model.visual.merger,377,"[29, 13]",2,tile_mask_center_sample_to_merged_visual_token_grid,0.01,cosine_distance,0.029177718832891247,0.0390625,0.9609375,2224,5,,Prepon the alarm of 4:30 AM by 15 minutes in The Clock app
pair_000021,final,model_ready_visual,model.visual.merger,377,"[29, 13]",2,tile_mask_center_sample_to_merged_visual_token_grid,0.03,cosine_distance,0.021220159151193633,0.0390625,0.9609375,2224,5,,Prepon the alarm of 4:30 AM by 15 minutes in The Clock app
pair_000021,final,model_ready_visual,model.visual.merger,377,"[29, 13]",2,tile_mask_center_sample_to_merged_visual_token_grid,0.05,cosine_distance,0.01856763925729443,0.0390625,0.9609375,2224,5,,Prepon the alarm of 4:30 AM by 15 minutes in The Clock app
pair_000021,final,model_ready_visual,model.visual.merger,377,"[29, 13]",2,tile_mask_center_sample_to_merged_visual_token_grid,0.1,cosine_distance,0.0,0.0390625,0.9609375,2224,5,,Prepon the alarm of 4:30 AM by 15 minutes in The Clock app
pair_000022,final,model_ready_visual,model.visual.merger,377,"[29, 13]",2,tile_mask_center_sample_to_merged_visual_token_grid,0.005,cosine_distance,0.5517241379310345,0.125,0.875,2264,5,,"I am planning a family trip to Vancouver, so find an economy class flight for me for a one-way trip from Toronto Pearson International to Vancouver International Airport on December 15 for 3 adults on the Agoda app."
